plan_id,customer_id,merchant_id,basket_amount_pence,deposit_amount_pence,term_months,created_at
668,1711,16,15000,0,3,2025-01-08
669,385,37,120000,0,4,2025-09-05
670,1343,33,90000,0,4,2025-03-02
671,1359,7,120000,24000,6,2026-02-18
672,194,15,8000,800,12,2025-11-25
673,815,33,8000,800,12,2025-10-11
674,1394,11,15000,0,3,2025-07-11
675,1965,26,25000,0,3,2025-04-14
676,1,5,15000,0,4,2025-06-14
677,295,31,40000,0,3,2026-01-22
678,510,23,40000,4000,6,2025-11-27
679,23,8,120000,0,4,2025-05-22
680,1109,40,120000,0,3,2025-06-02
681,232,30,40000,0,4,2025-01-21
682,1499,39,8000,0,3,2025-09-25
683,117,7,90000,18000,6,2026-03-05
684,731,6,90000,0,4,2025-08-03
685,1243,34,120000,24000,6,2025-02-23
686,1189,39,15000,0,4,2026-01-27
687,1926,26,65000,6500,12,2025-08-24
688,722,16,25000,0,4,2025-05-10
689,429,36,120000,0,3,2026-01-29
690,1730,32,120000,0,3,2026-02-04
691,208,6,120000,0,4,2025-06-12
692,691,29,25000,5000,6,2025-04-14
693,1550,36,25000,5000,12,2025-10-25
694,1887,25,25000,2500,6,2025-09-30
695,1013,15,25000,0,3,2025-12-08
696,298,1,90000,0,3,2025-08-14
697,845,12,65000,6500,12,2025-08-01
698,1762,16,15000,0,4,2025-12-21
699,1475,23,120000,12000,12,2025-02-23
700,1835,23,90000,0,3,2025-10-14
701,1167,17,90000,0,4,2025-02-03
702,1103,20,15000,3000,6,2025-07-22
703,1258,5,8000,0,3,2025-10-28
704,1712,12,120000,0,3,2025-11-04
705,781,31,65000,13000,6,2025-07-26
706,1024,6,40000,0,4,2025-12-29
707,696,29,90000,0,3,2025-11-28
708,196,11,8000,0,4,2025-10-13
709,1760,5,65000,0,4,2025-10-18
710,1229,24,8000,0,3,2025-06-26
711,1275,3,120000,12000,6,2026-02-21
712,1844,7,15000,1500,12,2025-12-16
713,290,16,15000,0,4,2025-06-23
714,1737,34,8000,800,6,2025-07-03
715,1005,2,40000,4000,6,2025-07-26
716,1081,3,90000,0,3,2026-01-30
717,1095,2,25000,0,3,2025-11-25
718,1042,24,120000,12000,6,2026-02-26
719,150,14,90000,0,4,2025-04-24
720,10,16,8000,0,4,2025-12-19
721,320,10,120000,12000,6,2025-07-10
722,773,18,8000,1600,6,2025-12-20
723,1358,15,120000,12000,6,2025-12-23
724,1099,19,90000,18000,6,2025-12-15
725,261,34,120000,12000,6,2025-10-12
726,172,5,40000,0,3,2026-03-03
727,1358,33,65000,0,3,2025-08-15
728,1943,10,65000,0,3,2025-01-23
729,802,25,15000,0,3,2025-08-25
730,688,29,90000,0,3,2025-04-05
731,229,5,25000,0,3,2025-10-08
732,1847,7,8000,0,3,2025-07-09
733,1756,15,8000,800,6,2025-10-16
734,1865,16,65000,13000,6,2025-12-18
735,296,19,25000,0,3,2025-10-02
736,885,20,25000,0,3,2025-03-24
737,427,26,15000,0,4,2025-07-25
738,692,21,40000,0,4,2025-07-18
739,1942,40,15000,1500,12,2025-12-31
740,616,40,8000,1600,12,2025-08-29
741,560,37,90000,0,3,2025-10-18
742,1778,9,25000,2500,6,2025-07-30
743,679,6,8000,0,3,2025-01-11
744,744,40,25000,0,3,2025-04-20
745,622,7,15000,0,4,2025-12-27
746,325,36,65000,13000,12,2025-03-02
747,1201,24,15000,0,3,2025-09-02
748,1814,22,90000,18000,12,2025-09-09
749,727,39,90000,0,3,2025-05-30
750,394,33,25000,0,4,2025-03-28
751,1435,20,90000,0,3,2025-01-27
752,682,36,90000,9000,6,2025-05-20
753,1428,25,90000,0,4,2025-12-22
754,1132,13,90000,0,4,2025-06-27
755,1765,33,90000,0,4,2026-02-17
756,134,10,15000,0,4,2025-02-08
757,1783,40,8000,0,4,2026-01-06
758,1881,6,15000,0,3,2025-12-27
759,431,4,90000,0,3,2026-02-10
760,1451,32,120000,0,3,2025-09-01
761,907,12,90000,9000,12,2026-01-10
762,386,12,8000,0,3,2025-12-25
763,1232,27,120000,24000,12,2025-11-22
764,133,4,120000,0,3,2025-05-25
765,1525,6,90000,9000,6,2026-01-27
766,1024,20,120000,24000,6,2026-01-16
767,1892,26,40000,8000,6,2025-07-29
768,1615,21,120000,0,3,2025-01-13
769,310,38,40000,0,3,2025-01-08
770,555,22,40000,0,3,2025-07-20
771,467,13,120000,24000,12,2025-06-05
772,1646,14,15000,3000,12,2025-03-14
773,37,29,65000,6500,6,2025-07-09
774,1183,22,25000,5000,12,2026-02-07
775,642,33,65000,6500,6,2025-09-08
776,138,29,90000,0,4,2025-11-05
777,458,1,8000,800,6,2026-02-03
778,1688,13,65000,6500,12,2025-06-10
779,60,27,25000,0,3,2025-03-15
780,1217,29,65000,0,3,2025-07-15
781,584,11,15000,3000,12,2025-05-22
782,669,40,25000,2500,6,2025-11-27
783,287,10,8000,0,3,2025-09-12
784,1538,5,8000,1600,6,2025-06-23
785,1563,17,15000,0,3,2025-08-18
786,981,3,120000,0,3,2025-11-26
787,1045,19,40000,4000,6,2025-06-15
788,716,6,65000,6500,6,2025-04-28
789,545,36,90000,18000,12,2025-11-18
790,925,2,8000,0,4,2025-07-21
791,1522,14,40000,0,3,2025-01-22
792,1327,15,40000,0,3,2025-07-04
793,1699,12,8000,0,3,2025-06-08
794,1233,11,25000,5000,6,2026-01-04
795,1756,1,65000,0,3,2025-01-16
796,200,4,90000,9000,12,2025-07-15
797,247,2,40000,0,3,2025-05-15
798,933,38,8000,0,3,2025-02-27
799,1498,10,65000,6500,6,2025-12-26
800,1993,1,40000,4000,6,2026-03-02
801,50,18,120000,0,4,2025-04-14
802,1145,32,8000,1600,12,2025-11-29
803,1488,36,90000,0,4,2025-07-11
804,958,23,40000,0,4,2025-10-25
805,1813,9,8000,1600,12,2025-08-10
806,1687,27,90000,9000,6,2026-02-27
807,1002,8,15000,0,4,2026-01-14
808,463,30,25000,2500,6,2025-10-23
809,1548,26,25000,0,3,2025-12-22
810,606,8,8000,0,3,2025-01-13
811,1355,26,8000,1600,6,2025-08-20
812,1024,21,40000,0,3,2025-12-14
813,866,38,65000,0,3,2026-01-21
814,973,17,8000,800,6,2025-07-14
815,662,20,65000,6500,6,2025-05-04
816,1916,33,120000,0,3,2025-10-31
817,519,38,65000,6500,6,2025-12-23
818,1984,5,90000,0,3,2025-02-26
819,1583,25,120000,0,3,2025-07-18
820,208,11,90000,9000,6,2025-04-28
821,1301,35,65000,0,4,2025-12-29
822,973,26,25000,0,4,2025-02-14
823,1362,13,8000,800,12,2025-03-24
824,762,4,90000,9000,6,2025-03-10
825,387,31,15000,1500,6,2025-06-13
826,1764,5,15000,1500,12,2025-12-08
827,1784,21,8000,800,6,2025-07-28
828,1324,11,15000,3000,6,2026-01-19
829,1443,10,65000,0,3,2025-02-03
830,622,35,25000,5000,6,2025-07-21
831,1092,34,8000,1600,6,2025-06-22
832,1160,13,25000,0,3,2025-06-10
833,541,39,90000,18000,6,2025-09-23
834,241,19,120000,12000,6,2025-04-15
835,1910,37,40000,0,4,2025-07-20
836,7,5,8000,1600,6,2025-05-10
837,1220,7,8000,1600,6,2025-05-17
838,85,5,120000,0,3,2025-07-05
839,82,37,90000,9000,6,2026-01-16
840,311,2,25000,0,3,2025-10-10
841,1110,40,120000,12000,6,2026-02-17
842,1827,12,40000,4000,12,2025-05-04
843,308,25,90000,18000,6,2025-07-29
844,660,2,65000,0,4,2026-02-09
845,1231,25,90000,0,3,2025-03-15
846,510,19,25000,5000,6,2025-06-10
847,797,37,120000,0,3,2026-01-01
848,184,28,90000,18000,6,2025-08-12
849,1733,3,15000,1500,12,2025-03-28
850,1784,12,15000,3000,6,2025-05-31
851,591,36,90000,0,3,2025-10-21
852,1235,5,120000,0,3,2025-01-09
853,1482,12,40000,8000,12,2026-02-03
854,1026,33,25000,2500,12,2026-01-28
855,1176,18,15000,3000,12,2025-03-09
856,1128,35,120000,24000,6,2025-09-28
857,1649,3,120000,12000,6,2025-09-15
858,645,32,25000,0,3,2025-06-03
859,922,38,90000,0,3,2026-02-01
860,1845,15,15000,0,3,2025-05-06
861,1808,14,90000,18000,6,2025-08-27
862,953,25,8000,0,4,2025-07-11
863,83,31,65000,13000,12,2026-02-25
864,123,2,90000,18000,12,2026-01-17
865,584,24,65000,0,4,2025-06-27
866,1365,36,65000,0,3,2026-01-26
867,295,10,90000,18000,6,2025-06-19
868,25,9,8000,0,4,2025-01-22
869,1877,14,65000,0,4,2025-10-08
870,164,30,90000,9000,6,2025-03-26
871,1652,39,15000,3000,12,2025-09-27
872,1642,17,65000,0,4,2025-01-27
873,846,26,8000,1600,12,2025-03-20
874,684,24,40000,4000,6,2025-03-20
875,689,11,65000,0,3,2025-05-05
876,308,35,8000,0,3,2025-02-12
877,67,9,40000,0,3,2025-01-02
878,677,7,15000,0,4,2025-01-21
879,1261,34,25000,5000,12,2025-02-25
880,602,26,25000,5000,12,2025-08-20
881,221,29,8000,0,3,2025-10-28
882,1472,31,25000,2500,12,2025-12-19
883,136,4,15000,0,4,2025-07-20
884,921,9,90000,0,4,2026-02-06
885,852,6,15000,0,4,2026-02-06
886,1961,18,65000,13000,12,2025-05-03
887,1394,33,15000,0,4,2025-04-19
888,1104,30,90000,18000,12,2025-08-21
889,1087,15,25000,0,3,2025-07-22
890,1097,35,8000,0,4,2025-01-25
891,1597,8,15000,3000,12,2025-10-25
892,266,17,8000,0,3,2025-09-03
893,1494,11,40000,0,3,2025-03-24
894,1748,1,15000,0,3,2025-02-09
895,249,33,120000,24000,6,2025-02-28
896,362,25,8000,0,4,2026-02-08
897,329,34,15000,0,4,2025-03-25
898,213,33,120000,24000,6,2025-06-24
899,794,21,15000,3000,6,2026-01-17
900,1362,24,25000,0,3,2025-10-20
901,1727,7,8000,0,3,2025-08-26
902,246,40,65000,13000,12,2025-09-11
903,575,22,25000,2500,6,2025-12-23
904,584,21,8000,0,3,2025-07-28
905,1997,17,8000,0,3,2025-07-05
906,475,4,15000,1500,12,2025-10-23
907,1518,4,25000,0,4,2025-12-03
908,832,35,40000,0,4,2025-01-22
909,1292,2,65000,0,3,2025-11-29
910,1182,13,8000,1600,12,2025-07-28
911,1448,27,15000,1500,12,2025-05-18
912,1498,5,15000,0,3,2025-04-29
913,1335,14,65000,0,3,2025-02-27
914,302,8,15000,1500,6,2025-06-24
915,798,23,15000,0,3,2025-11-22
916,517,1,40000,0,3,2025-05-21
917,418,27,40000,8000,12,2026-01-19
918,921,13,90000,0,3,2025-06-05
919,898,9,15000,1500,6,2025-05-19
920,1766,34,8000,0,4,2025-12-20
921,1659,16,25000,0,4,2025-05-04
922,1164,22,25000,5000,12,2025-01-11
923,1091,22,25000,2500,6,2025-06-22
924,420,30,120000,0,3,2025-07-30
925,1512,14,15000,0,3,2026-01-03
926,575,38,65000,6500,6,2025-01-06
927,91,31,25000,2500,12,2026-02-17
928,1032,38,8000,0,3,2025-06-19
929,1543,29,25000,0,4,2025-12-23
930,353,11,25000,0,3,2025-12-08
931,272,19,15000,0,3,2026-02-28
932,751,20,8000,0,3,2025-01-17
933,16,11,15000,3000,6,2026-03-03
934,851,7,8000,0,3,2025-04-19
935,1954,29,15000,1500,12,2025-08-20
936,1632,9,120000,12000,12,2025-02-16
937,695,34,65000,6500,12,2025-05-04
938,147,28,15000,3000,12,2025-09-23
939,1768,2,90000,0,3,2026-02-01
940,900,35,40000,0,3,2025-04-08
941,1628,33,25000,2500,6,2025-06-30
942,309,12,40000,4000,12,2025-05-28
943,774,23,25000,0,3,2025-12-05
944,1154,8,15000,3000,6,2025-09-29
945,1608,37,25000,0,3,2025-07-07
946,493,27,40000,0,3,2025-01-28
947,258,5,65000,6500,12,2026-01-31
948,1057,13,40000,4000,6,2025-10-08
949,1427,26,8000,0,3,2025-12-11
950,43,16,25000,0,3,2025-07-28
951,1968,17,8000,0,4,2025-04-20
952,1775,3,25000,0,4,2026-01-20
953,1370,6,15000,0,3,2025-05-31
954,1582,15,65000,6500,12,2025-05-29
955,1877,14,15000,0,3,2025-05-30
956,809,15,25000,0,3,2025-10-28
957,1478,8,65000,13000,6,2025-12-31
958,463,3,40000,0,4,2025-03-10
959,946,33,25000,2500,6,2026-01-24
960,1595,27,8000,0,4,2025-10-28
961,1494,19,90000,18000,6,2025-08-30
962,275,4,120000,0,4,2025-11-09
963,703,2,40000,8000,12,2025-04-29
964,523,3,8000,0,3,2025-08-03
965,1292,2,8000,0,4,2026-01-18
966,1064,7,40000,0,3,2025-08-08
967,740,25,65000,0,3,2025-01-29
968,657,14,90000,9000,6,2025-03-20
969,870,36,8000,1600,6,2025-10-20
970,1626,34,25000,2500,12,2025-05-04
971,925,2,8000,0,4,2025-01-28
972,1915,2,65000,0,3,2025-05-27
973,1571,40,120000,24000,12,2025-07-26
974,1167,40,8000,1600,12,2025-05-31
975,1143,31,90000,0,3,2025-11-15
976,1535,14,90000,9000,6,2025-01-16
977,1713,19,65000,0,3,2025-12-03
978,700,2,90000,18000,12,2025-03-14
979,1151,31,15000,0,3,2026-03-01
980,1171,22,65000,0,4,2026-02-18
981,493,38,65000,0,3,2025-07-24
982,980,15,120000,0,3,2025-01-16
983,154,6,8000,800,6,2025-01-29
984,165,19,90000,0,4,2025-11-10
985,1768,34,120000,0,3,2025-07-28
986,452,18,90000,0,4,2025-01-26
987,1463,29,15000,0,3,2025-07-20
988,40,36,15000,0,4,2025-11-02
989,1576,17,65000,6500,12,2025-03-24
990,1389,7,15000,0,3,2025-01-06
991,272,30,15000,3000,12,2025-08-05
992,289,26,25000,0,3,2025-10-24
993,485,29,25000,0,3,2025-05-22
994,1900,10,65000,0,3,2025-08-29
995,1309,6,8000,0,3,2025-02-08
996,1173,35,65000,6500,6,2025-05-14
997,1114,21,120000,12000,12,2025-02-28
998,1762,1,15000,1500,6,2025-09-12
999,672,11,90000,0,4,2025-04-25
1000,830,37,8000,0,4,2025-08-18
1001,1547,39,65000,13000,6,2025-06-17
1002,1636,3,8000,0,4,2025-03-06
1003,1808,39,15000,0,4,2025-11-28
1004,1972,3,90000,18000,12,2025-08-20
1005,780,5,65000,13000,6,2025-01-14
1006,1472,10,65000,13000,6,2025-11-16
1007,817,12,65000,0,3,2025-12-15
1008,1359,24,25000,0,3,2025-12-23
1009,63,8,40000,4000,12,2025-12-18
1010,288,23,65000,6500,6,2025-08-24
1011,1775,13,120000,0,3,2026-03-02
1012,1402,21,25000,0,3,2025-03-26
1013,1984,37,40000,0,3,2025-06-25
1014,210,15,65000,0,4,2025-09-29
1015,1959,25,90000,18000,6,2025-01-14
1016,628,40,8000,0,3,2025-04-25
1017,1069,22,8000,0,3,2025-03-26
1018,808,20,25000,0,3,2026-03-06
1019,750,40,15000,0,3,2025-02-24
1020,1744,21,120000,24000,6,2025-05-02
1021,1261,34,15000,3000,6,2025-07-01
1022,482,33,25000,0,3,2025-05-20
1023,853,4,25000,5000,12,2025-03-12
1024,1632,21,65000,13000,6,2026-01-11
1025,53,9,90000,18000,6,2026-02-20
1026,1201,15,90000,0,3,2025-07-10
1027,664,22,15000,0,3,2025-02-05
1028,622,19,8000,0,4,2025-12-16
1029,867,29,120000,0,3,2025-09-13
1030,266,24,90000,0,3,2025-03-18
1031,1650,12,8000,800,12,2025-04-18
1032,1065,16,8000,0,3,2026-01-14
1033,50,35,65000,13000,6,2026-01-03
1034,534,24,40000,8000,6,2025-06-29
1035,1047,30,15000,1500,12,2025-06-16
1036,1897,37,40000,0,3,2025-04-12
1037,1181,37,15000,0,3,2025-04-04
1038,1347,38,90000,18000,6,2025-02-21
1039,547,27,65000,0,4,2025-06-13
1040,507,2,40000,0,4,2026-02-18
1041,6,12,40000,8000,12,2025-04-03
1042,268,10,65000,6500,12,2025-03-12
1043,1367,33,15000,0,4,2025-12-17
1044,619,16,8000,0,4,2025-04-14
1045,1954,14,25000,0,3,2025-02-04
1046,1596,38,65000,0,3,2025-11-26
1047,1339,33,40000,0,4,2025-04-12
1048,191,39,15000,3000,12,2025-02-12
1049,110,8,90000,0,3,2026-01-21
1050,266,12,40000,0,3,2025-07-15
1051,76,19,15000,1500,12,2025-05-08
1052,47,36,8000,0,4,2025-02-21
1053,770,9,15000,3000,12,2025-03-10
1054,869,23,25000,0,3,2025-03-14
1055,1734,2,15000,0,3,2026-01-26
1056,866,8,40000,0,3,2025-03-14
1057,124,11,40000,0,4,2025-10-13
1058,845,15,120000,12000,12,2025-08-07
1059,1262,24,8000,0,3,2025-01-31
1060,1276,5,40000,0,4,2025-07-08
1061,983,7,15000,0,4,2025-03-30
1062,1576,8,8000,800,12,2025-02-26
1063,1115,1,40000,4000,12,2025-03-24
1064,505,4,40000,0,3,2025-07-29
1065,740,34,120000,0,4,2025-01-25
1066,51,2,8000,0,3,2025-03-31
1067,1017,2,40000,8000,6,2025-08-17
1068,1717,28,120000,24000,6,2026-02-26
1069,1433,31,15000,0,3,2025-09-26
1070,1284,38,25000,0,4,2025-02-21
1071,77,2,8000,0,4,2025-08-28
1072,511,5,8000,0,4,2025-10-21
1073,1325,39,65000,0,4,2026-02-18
1074,1404,8,40000,8000,12,2025-04-12
1075,509,15,65000,0,4,2025-09-03
1076,1194,37,90000,18000,12,2026-01-13
1077,439,30,15000,0,3,2025-12-05
1078,1354,2,8000,0,3,2025-07-30
1079,1845,10,25000,5000,12,2025-05-01
1080,1170,29,25000,2500,12,2025-08-20
1081,1698,12,90000,0,3,2025-08-31
1082,1566,6,40000,0,3,2025-11-01
1083,949,26,90000,9000,6,2025-11-04
1084,1853,6,8000,0,4,2026-01-01
1085,363,32,40000,4000,12,2025-01-23
1086,1120,16,65000,13000,6,2026-03-04
1087,314,36,8000,800,6,2025-03-19
1088,1,33,65000,6500,12,2025-05-21
1089,871,2,65000,0,3,2025-11-05
1090,1202,16,15000,0,3,2025-02-07
1091,974,27,15000,0,3,2025-02-25
1092,1140,33,25000,0,4,2025-01-23
1093,537,8,25000,2500,6,2026-01-20
1094,824,5,120000,24000,12,2025-01-15
1095,1613,15,25000,2500,6,2025-08-15
1096,639,33,65000,13000,6,2025-12-24
1097,227,8,90000,0,3,2026-02-16
1098,720,8,15000,1500,6,2025-07-04
1099,205,33,90000,0,3,2025-07-30
1100,101,2,40000,0,3,2025-07-14
1101,367,4,65000,0,4,2025-09-29
1102,670,28,40000,4000,6,2025-08-09
1103,1101,2,40000,0,4,2026-01-23
1104,871,9,65000,6500,12,2026-02-05
1105,1435,19,15000,3000,6,2025-11-21
1106,312,19,8000,0,3,2025-04-06
1107,822,9,90000,18000,6,2025-12-22
1108,190,24,90000,0,3,2025-05-24
1109,222,31,120000,12000,12,2025-01-04
1110,1747,11,90000,18000,6,2025-03-11
1111,469,31,65000,0,4,2025-04-15
1112,1995,11,65000,0,4,2025-08-25
1113,1032,21,90000,9000,12,2025-03-05
1114,229,9,120000,0,3,2025-04-11
1115,1398,40,65000,13000,12,2026-01-30
1116,1003,11,25000,0,3,2025-12-07
1117,1641,5,8000,800,12,2026-01-01
1118,666,35,65000,0,3,2025-07-17
1119,1805,20,120000,0,3,2025-06-19
1120,1054,5,40000,8000,12,2025-08-14
1121,1410,5,65000,0,4,2026-02-24
1122,494,39,90000,0,4,2025-11-25
1123,1813,39,65000,6500,12,2025-10-28
1124,1704,36,15000,0,3,2025-05-18
1125,310,8,65000,0,3,2025-05-02
1126,354,34,15000,1500,12,2026-02-23
1127,31,12,120000,0,3,2025-01-23
1128,889,25,65000,13000,6,2025-12-21
1129,127,16,8000,0,4,2026-02-12
1130,1611,31,65000,0,3,2025-10-29
1131,1705,7,40000,8000,12,2025-06-08
1132,189,5,40000,8000,6,2025-12-09
1133,206,26,40000,8000,12,2026-02-18
1134,881,27,65000,0,3,2026-01-31
1135,327,25,90000,18000,12,2025-10-01
1136,744,30,65000,6500,6,2026-02-16
1137,884,23,8000,0,3,2025-01-12
1138,1559,37,8000,800,12,2025-06-04
1139,1000,19,90000,0,3,2025-12-10
1140,575,6,90000,9000,12,2025-10-05
1141,1477,24,8000,0,4,2025-08-19
1142,654,28,40000,0,3,2025-07-10
1143,1018,1,120000,0,4,2025-03-06
1144,840,18,90000,0,4,2025-04-23
1145,1031,11,120000,12000,6,2025-05-23
1146,330,17,90000,9000,12,2025-09-24
1147,1932,36,120000,0,4,2025-01-31
1148,1729,30,65000,0,3,2025-01-01
1149,1531,3,40000,0,3,2025-04-06
1150,409,3,65000,0,3,2026-02-25
1151,1856,6,8000,1600,6,2025-01-08
1152,1772,27,65000,6500,12,2025-07-31
1153,73,17,90000,0,3,2026-01-30
1154,141,30,90000,0,3,2025-04-24
1155,691,10,65000,0,3,2025-05-12
1156,1527,28,40000,0,3,2025-10-07
1157,1121,20,65000,0,3,2025-10-05
1158,832,9,90000,0,4,2026-02-13
1159,1444,4,40000,0,4,2026-02-22
1160,422,37,40000,0,3,2025-07-06
1161,88,32,25000,0,3,2026-01-28
1162,206,30,8000,0,3,2025-04-30
1163,1443,29,25000,0,4,2025-03-14
1164,1883,15,90000,18000,12,2025-07-27
1165,162,21,120000,12000,6,2025-03-22
1166,90,32,40000,0,4,2025-01-17
1167,1319,2,90000,18000,12,2025-07-01
1168,1799,14,15000,0,3,2025-06-28
1169,1957,15,25000,2500,12,2025-10-05
1170,122,27,8000,0,3,2025-07-18
1171,151,35,40000,4000,12,2025-10-20
1172,629,38,15000,3000,12,2025-12-06
1173,685,21,120000,0,3,2025-07-13
1174,523,9,15000,3000,6,2025-09-10
1175,1355,37,8000,0,3,2025-10-26
1176,143,1,25000,0,3,2025-06-07
1177,730,16,90000,0,3,2026-03-06
1178,787,26,8000,0,3,2025-03-19
1179,1545,37,25000,5000,6,2025-12-14
1180,473,16,15000,1500,6,2025-06-09
1181,524,30,15000,0,3,2025-09-24
1182,1641,23,8000,0,3,2025-08-16
1183,203,39,40000,0,3,2025-04-07
1184,1070,37,120000,0,3,2025-09-26
1185,1031,28,8000,0,3,2025-08-11
1186,1166,30,65000,0,4,2026-01-09
1187,1452,4,65000,0,3,2025-10-12
1188,138,36,120000,12000,12,2025-10-01
1189,3,4,120000,12000,6,2026-01-05
1190,569,18,25000,0,3,2025-01-31
1191,136,27,120000,12000,12,2026-01-19
1192,104,18,90000,0,3,2025-01-19
1193,736,9,90000,18000,6,2025-03-08
1194,1816,4,8000,1600,6,2025-09-15
1195,729,26,40000,8000,6,2026-03-01
1196,852,5,15000,1500,12,2025-11-30
1197,137,40,65000,0,4,2026-01-15
1198,1027,4,40000,4000,6,2025-03-02
1199,173,37,90000,9000,6,2025-04-30
1200,616,3,120000,0,4,2026-02-03
1201,1469,15,120000,0,3,2025-11-06
1202,930,13,65000,6500,6,2025-11-28
1203,444,27,15000,0,4,2025-06-01
1204,1094,32,90000,9000,12,2025-02-21
1205,1940,30,90000,0,4,2025-03-10
1206,503,17,15000,0,3,2025-09-30
1207,1738,34,90000,0,4,2025-02-10
1208,1023,22,120000,24000,6,2025-08-28
1209,1756,18,25000,5000,12,2025-08-12
1210,1173,22,65000,0,3,2025-01-12
1211,662,24,120000,12000,6,2025-04-05
1212,280,16,40000,0,4,2025-01-07
1213,108,17,120000,0,4,2025-03-04
1214,1591,21,8000,0,4,2026-02-23
1215,214,2,90000,9000,6,2025-04-23
1216,190,36,90000,18000,12,2025-07-08
1217,1782,2,15000,0,3,2025-09-12
1218,271,37,40000,8000,6,2025-04-24
1219,1323,3,25000,0,3,2025-02-27
1220,1900,24,8000,0,3,2025-10-02
1221,1494,9,40000,0,3,2025-03-19
1222,1238,20,40000,0,3,2025-03-03
1223,1013,11,120000,0,3,2025-09-28
1224,719,10,65000,0,4,2025-07-13
1225,705,9,90000,9000,6,2025-10-22
1226,1433,40,90000,9000,6,2025-11-24
1227,265,15,25000,0,3,2026-02-05
1228,1859,4,40000,0,3,2025-08-29
1229,1566,33,65000,6500,6,2025-07-19
1230,726,36,15000,1500,6,2025-03-05
1231,665,29,40000,4000,6,2026-02-04
1232,1300,7,15000,1500,12,2025-03-14
1233,433,24,65000,0,4,2026-02-25
1234,1089,4,120000,0,3,2025-02-04
1235,995,21,15000,0,3,2026-02-28
1236,451,25,8000,0,3,2025-03-18
1237,791,5,65000,13000,6,2025-04-28
1238,1919,5,8000,0,3,2025-10-19
1239,676,28,65000,0,4,2025-02-09
1240,1649,12,65000,13000,6,2025-08-19
1241,307,20,15000,0,3,2025-02-19
1242,832,3,65000,13000,12,2025-08-25
1243,943,22,90000,9000,6,2025-08-13
1244,1291,25,8000,800,12,2025-04-14
1245,996,25,120000,0,4,2025-01-13
1246,3,9,90000,0,3,2025-01-04
1247,822,20,65000,13000,6,2025-06-08
1248,527,22,40000,0,3,2025-06-27
1249,1997,18,8000,1600,12,2025-04-12
1250,1473,1,25000,5000,12,2025-12-22
1251,161,21,25000,0,3,2025-08-07
1252,612,22,40000,4000,6,2025-05-25
1253,1543,39,8000,800,6,2025-11-10
1254,1077,36,25000,0,3,2025-07-29
1255,1240,31,40000,0,3,2025-09-14
1256,1982,1,15000,0,3,2025-05-08
1257,1763,31,15000,0,3,2025-12-20
1258,588,27,25000,0,3,2025-09-23
1259,88,20,15000,0,3,2025-01-20
1260,1161,4,15000,1500,12,2025-02-02
1261,1287,31,65000,0,4,2025-06-19
1262,1132,20,90000,0,4,2025-05-14
1263,1914,35,8000,0,3,2025-02-13
1264,1911,9,15000,1500,6,2025-04-04
1265,1034,26,15000,3000,6,2025-06-04
1266,314,6,65000,0,3,2026-01-21
1267,386,3,40000,0,4,2025-02-02
1268,1940,4,120000,0,4,2025-10-02
1269,1495,11,40000,0,4,2025-04-03
1270,677,26,8000,0,3,2025-03-11
1271,450,13,15000,0,3,2025-01-06
1272,1373,28,90000,0,3,2026-01-11
1273,1538,21,15000,3000,6,2025-08-07
1274,1505,38,15000,0,3,2025-02-10
1275,555,9,8000,0,3,2025-05-01
1276,1962,11,40000,0,3,2025-02-16
1277,1877,17,8000,1600,6,2025-07-11
1278,1896,17,8000,800,12,2025-07-31
1279,1940,16,25000,2500,12,2025-12-31
1280,1088,30,8000,0,3,2025-02-14
1281,1372,5,65000,6500,6,2025-12-19
1282,1423,23,8000,1600,12,2025-06-30
1283,335,2,40000,0,3,2025-10-13
1284,772,21,40000,0,3,2025-02-27
1285,1418,35,90000,0,3,2025-04-10
1286,625,33,40000,0,3,2025-06-04
1287,1648,11,40000,0,3,2025-05-19
1288,389,29,120000,0,4,2026-01-28
1289,849,15,65000,0,4,2025-03-23
1290,1868,23,15000,0,3,2026-02-11
1291,291,39,25000,2500,12,2025-07-24
1292,477,28,120000,24000,12,2025-06-11
1293,199,13,90000,18000,12,2025-11-27
1294,363,10,90000,0,3,2026-02-24
1295,1103,10,8000,0,4,2025-12-06
1296,1088,21,8000,800,12,2025-01-05
1297,1067,21,120000,0,4,2025-05-06
1298,1221,28,25000,0,3,2026-01-19
1299,1465,28,65000,0,3,2025-02-27
1300,1414,5,8000,0,4,2025-04-04
1301,185,31,40000,4000,12,2026-01-11
1302,228,36,90000,0,3,2025-09-21
1303,1447,1,90000,0,3,2026-01-13
1304,387,7,15000,3000,12,2025-06-22
1305,1757,15,40000,4000,6,2026-02-26
1306,1036,22,90000,0,3,2025-07-28
1307,889,36,8000,0,3,2025-08-21
1308,412,15,15000,1500,12,2025-04-08
1309,1333,3,40000,0,3,2025-09-10
1310,1754,18,65000,6500,12,2025-11-22
1311,1109,20,65000,6500,6,2025-06-30
1312,1565,11,90000,18000,6,2025-07-08
1313,704,21,65000,6500,12,2025-06-07
1314,129,29,65000,0,4,2025-08-05
1315,629,32,120000,24000,12,2025-10-11
1316,1719,30,15000,0,4,2025-08-25
1317,544,19,25000,2500,12,2025-07-14
1318,1133,39,40000,0,4,2025-07-23
1319,1578,15,65000,0,3,2025-07-03
